local,total
2.08158540725708,12.369499444961548
3.3784117698669434,13.630038261413574
5.583947658538818,15.895832061767578
7.220599889755249,17.572399139404297
10.90306043624878,21.22412896156311
13.37075400352478,23.7576003074646
15.768391132354736,26.1006441116333
17.939331531524658,28.204835653305054
20.422221660614014,30.759042978286743
22.77915358543396,33.06607532501221
