local,total,lastTx
0.398451566696167,10.670432567596436,0.3854858875274658
0.4719386100769043,10.848463773727417,0.45697855949401855
0.2707862854003906,10.534676790237427,0.25684309005737305
2.120302200317383,12.376441240310669,2.1005756855010986
1.7956039905548096,12.064367055892944,1.782639980316162
2.128431797027588,12.498887777328491,2.107447862625122
0.8827061653137207,11.207970380783081,0.8697373867034912
1.896437406539917,12.160862684249878,1.8834712505340576
2.3597066402435303,12.682138442993164,2.3407576084136963
3.570399522781372,13.893653631210327,3.5564374923706055
